"Country","Region","meanGDP","meanSocialSupport","meanGenerosity","meanCorruption","meanLifeExpectancy","meanFreedom"
"Romania","Central and Eastern Europe",1.22790444154044,1.03092992380924,0.0903839420908146,0.00393718371236625,0.715421646540089,0.483582008557055
"Russia","Central and Eastern Europe",1.25483721426909,1.26933831221089,0.0699569673008163,0.0425715303785815,0.61362065547039,0.376236588321533
"Rwanda","Sub-Saharan Africa",0.387816071029997,0.600017918142971,0.222657627170931,0.486235311232111,0.441137261538763,0.595017717749603
"Saudi Arabia","Middle East and Northern Africa",1.47961151089793,1.15910596399416,0.109085837235568,0.208009321223908,0.65486080834185,0.486218505430376
"Senegal","Sub-Saharan Africa",0.515186355053326,0.902954416342964,0.167415753521295,0.0930332981208815,0.446965594946674,0.372700395715216
"Serbia","Central and Eastern Europe",1.08029992603368,1.14632109517518,0.181136096727209,0.0507388659511712,0.713043495663326,0.320049243406218
"Sierra Leone","Sub-Saharan Africa",0.349133913964582,0.720353873872387,0.242442238677813,0.0611070140051408,0.103064839987186,0.359371922120468
"Singapore","Southeastern Asia",1.66553347448833,1.21210640918495,0.259230860935432,0.500430002629273,0.99459333474052,0.592297221937019
"Slovakia","Central and Eastern Europe",1.30810890581857,1.32763255378107,0.12807178186498,0.0212852865799386,0.75948602126374,0.363222499198759
"Slovenia","Central and Eastern Europe",1.33516355631896,1.32727206397033,0.180376323908788,0.0629831627236066,0.836032034249603,0.616433243946426
"Somalia","Sub-Saharan Africa",0.00566079607233405,0.616820337982178,0.261220327794552,0.286552580904961,0.152912284278273,0.600726738996506
"Somaliland Region","Sub-Saharan Africa",0.222025,0.85507,0.508985,0.38361,0.384905,0.42856
"South Africa","Sub-Saharan Africa",1.02418614308415,1.19163561042411,0.12350740348857,0.0641252046755123,0.31026301742205,0.433116069446602
"South Korea","Eastern Asia",1.38400863674438,1.00106437234567,0.168223529148676,0.0914511188238182,0.925948334005272,0.283879751988363
"South Sudan","Sub-Saharan Africa",0.344654319951062,0.504558326749316,0.236119084779669,0.111020062459607,0.200421007375146,0.106258337949239
"Spain","Western Europe",1.36344664166772,1.33580376104106,0.155669881453094,0.0914804845162873,0.929485460362411,0.43096563080621
"Sri Lanka","Southern Asia",0.998532136548286,1.08184955962799,0.320198713453781,0.0649410662735539,0.68766219302441,0.534784464616074
"Sudan","Sub-Saharan Africa",0.60406917304039,1.07183214242935,0.171926862660646,0.104709379998445,0.317322705953121,0.0329514638198167
"Suriname","Latin America and Caribbean",1.0461,0.87533,0.16828,0.131625,0.558765,0.559455
"Eswatini","Sub-Saharan Africa",0.8947199484,0.9531350382,0.0857709666,0.1226731746,0.1124491656,0.3003031576
"Sweden","Western Europe",1.46751781200251,1.31777748393206,0.302173393147036,0.423696887451136,0.880928202413742,0.643400224996063
"Switzerland","Western Europe",1.54294922540283,1.35800814400893,0.25090187903241,0.397595398294565,0.915015559310265,0.632770630833473
"Syria","Middle East and Northern Africa",0.699108626869201,0.355930521450043,0.43128474564743,0.159547426107407,0.56628066847229,0.0816998889250755
"Taiwan","Eastern Asia",1.44492088419433,1.21096700267419,0.190958647537718,0.103116948466569,0.81404652879163,0.416630121948727
"Tajikistan","Central and Eastern Europe",0.53992603143058,1.03318637299447,0.201016846073747,0.172870882405506,0.580851240823502,0.462493484736979
"Tanzania","Sub-Saharan Africa",0.492131125147343,0.838321805914276,0.298160908965368,0.140421995972268,0.393917142437038,0.446342608210169
"Thailand","Southeastern Asia",1.11238725831913,1.24526524658415,0.441386515536793,0.0293313246552064,0.707093109425938,0.582977566969288
"Togo","Sub-Saharan Africa",0.327808872925903,0.340806923681353,0.182206300338525,0.107333933910031,0.293547093330923,0.337909397079931
"Trinidad and Tobago","Latin America and Caribbean",1.25342457029408,1.32096412340662,0.253074119430364,0.0138088686847243,0.599453641437663,0.529821978837789
"Tunisia","Middle East and Northern Africa",0.978797311649765,0.724182395687897,0.0492805625249288,0.058362840227848,0.684883596000927,0.263968905696661
"Turkey","Middle East and Northern Africa",1.23116795312602,1.09655029346114,0.0843973263650827,0.116949352862175,0.697980112688702,0.248272669954033
"Turkmenistan","Central and Eastern Europe",1.09704754349529,1.35380951354235,0.261439289194319,0.12698552877553,0.519761764677204,0.480711075628206
"Uganda","Sub-Saharan Africa",0.380872267915312,0.997119391476029,0.269031678722006,0.0623723201047173,0.308600533828195,0.418083563910753
"Ukraine","Central and Eastern Europe",0.918753319675709,1.22184550613654,0.1934990973897,0.0160725788520318,0.622844791640217,0.256652310091446
"United Arab Emirates","Middle East and Northern Africa",1.65127747381049,1.05505890307378,0.257473490813312,0.277306154529077,0.721974084296261,0.589875171394607
"United Kingdom","Western Europe",1.40636187209288,1.31281313164335,0.390735949964525,0.272211214031708,0.861422002366314,0.527621086602501
"United States","North America",1.52108951550243,1.28245465871223,0.318192729956387,0.14843794116781,0.773586829846184,0.52462734604229
"Uruguay","Latin America and Caribbean",1.19097376903048,1.27795487537923,0.151025077509167,0.20300086834009,0.761571963572235,0.594894915544071
"Uzbekistan","Central and Eastern Europe",0.787930504590347,1.34043989894869,0.33436558376351,0.266047311019616,0.600415792574011,0.675651123618576
"Venezuela","Latin America and Caribbean",0.860572479872643,1.22873305724824,0.0845135979869609,0.0718557374951305,0.667216219628487,0.238408043030178
"Vietnam","Southeastern Asia",0.800521244684223,1.09374951201256,0.172725846539294,0.0931814620303373,0.70745412327269,0.615358895638302
"Yemen","Middle East and Northern Africa",0.482408152795124,0.922339920996391,0.0951667776440874,0.0761974437132361,0.362275135711183,0.257824400888724
"Zambia","Sub-Saharan Africa",0.606705067786156,0.83586807247184,0.221596380860275,0.0912985985187993,0.301799904352884,0.4767263790623
"Zimbabwe","Sub-Saharan Africa",0.443727569495928,0.928183892395622,0.157674085096444,0.0888642450512652,0.282506420611374,0.335211115876284
